ident,type,name,elevation_ft,continent,iso_country,iso_region,municipality,gps_code,iata_code,local_code,coordinates
ESOE,medium_airport,Örebro Airport,188,EU,SE,SE-T,Örebro,ESOE,ORB,,"59.22370147705078, 15.038000106811523"
SKOE,small_airport,Orocue Airport,434,SA,CO,CO-CAS,Orocue,SKOE,ORC,ORC,"4.79222, -71.3564"
KORD,large_airport,Chicago O'Hare International Airport,672,NA,US,US-IL,Chicago,KORD,ORD,ORD,"41.9786, -87.9048"
LFOZ,small_airport,Orléans – Saint-Denis-de-l'Hôtel Airport,396,EU,FR,FR-CVL,Orléans,LFOZ,ORE,,"47.8969, 2.16333"
KORF,medium_airport,Norfolk International Airport,26,NA,US,US-VA,Norfolk,KORF,ORF,ORF,"36.8946, -76.201202"
SMZO,small_airport,Zorg en Hoop Airport,10,SA,SR,SR-PM,Paramaribo,SMZO,ORG,,"5.811131, -55.1913"
KORH,medium_airport,Worcester Regional Airport,1009,NA,US,US-MA,Worcester,KORH,ORH,ORH,"42.2673, -71.875702"
ORI,small_airport,Port Lions Airport,52,NA,US,US-AK,Port Lions,,ORI,ORI,"57.884905, -152.847719"
SYOR,small_airport,Orinduik Airport,1797,SA,GY,GY-PT,Orinduik,SYOR,ORJ,,"4.72527, -60.035"
EICK,medium_airport,Cork Airport,502,EU,IE,IE-C,Cork,EICK,ORK,,"51.841301, -8.49111"
KORL,small_airport,Orlando Executive Airport,113,NA,US,US-FL,Orlando,KORL,ORL,ORL,"28.5455, -81.332901"
EGBK,small_airport,Sywell Aerodrome,429,EU,GB,GB-ENG,Northampton,EGBK,ORM,,"52.305301666300004, -0.7930560112"
DAOO,medium_airport,Oran Es-Sénia (Ahmed Ben Bella) International Airport,295,AF,DZ,DZ-31,Es-Sénia,DAOO,ORN,,"35.623901, -0.621183"
MHYR,small_airport,Yoro Airport,2215,NA,HN,HN-YO,Yoro,MHYR,ORO,,"15.1275, -87.135"
FBOR,small_airport,Orapa Airport,3100,AF,BW,BW-CE,Orapa,FBOR,ORP,,"-21.265901, 25.319667"
YYOR,small_airport,Yorketown Airport,,OC,AU,AU-SA,,YYOR,ORR,,"-35.003564, 137.619295"
PAOR,medium_airport,Northway Airport,1715,NA,US,US-AK,Northway,PAOR,ORT,ORT,"62.9612999, -141.9290009"
SLOR,medium_airport,Juan Mendoza Airport,12152,SA,BO,BO-O,Oruro,SLOR,ORU,,"-17.962600708, -67.0762023926"
PFNO,small_airport,Robert (Bob) Curtis Memorial Airport,55,NA,US,US-AK,Noorvik,PFNO,ORV,D76,"66.817902, -161.018997"
OPOR,small_airport,Ormara Airport,10,AS,PK,PK-BA,Ormara Raik,OPOR,ORW,,"25.276625, 64.588343"
SNOX,small_airport,Oriximiná Airport,262,SA,BR,BR-PA,Oriximiná,SNOX,ORX,SNOX,"-1.7140799760818481, -55.83620071411133"
LFPO,large_airport,Paris-Orly Airport,291,EU,FR,FR-IDF,Paris,LFPO,ORY,,"48.72333, 2.37944"
BZ-ORZ,small_airport,Orange Walk Airport,111,NA,BZ,BZ-OW,Orange Walk,,ORZ,,"18.0467662811, -88.58386993410001"
KOSC,small_airport,Oscoda Wurtsmith Airport,633,NA,US,US-MI,Oscoda,KOSC,OSC,OSC,"44.451599, -83.394096"
ESNZ,medium_airport,Åre Östersund Airport,1233,EU,SE,SE-Z,Östersund,ESNZ,OSD,,"63.194400787354, 14.50030040741"
OSE,small_airport,Omora Airport,2540,OC,PG,PG-MPL,Omora,AYOM,OSE,OOA,"-7.82777777778, 147.080638889"
UUMO,medium_airport,Ostafyevo International Airport,568,EU,RU,RU-MOS,Moscow,UUMO,OSF,,"55.511667, 37.507222"
OSG,small_airport,Ossima Airport,205,OC,PG,PG-SAN,Ossima,AYZS,OSG,OSA,"-2.91555555556, 141.297305556"
KOSH,medium_airport,Wittman Regional Airport,808,NA,US,US-WI,Oshkosh,KOSH,OSH,OSH,"43.98440170288086, -88.55699920654297"
LDOS,medium_airport,Osijek Airport,290,EU,HR,HR-14,Osijek,LDOS,OSI,,"45.4627, 18.8102"
KE-0182,small_airport,Ol Seki Airstrip,6500,AF,KE,KE-700,,,OSJ,,"-1.378382, 35.378453"
ESMO,small_airport,Oskarshamn Airport,96,EU,SE,SE-H,,ESMO,OSK,,"57.350498, 16.497999"
ENGM,large_airport,"Oslo Airport, Gardermoen",681,EU,NO,NO-30,Oslo,ENGM,OSL,,"60.193901, 11.1004"
ORBM,medium_airport,Mosul International Airport,719,AS,IQ,IQ-NI,Mosul,ORBM,OSM,,"36.305801, 43.1474"
RKSO,medium_airport,Osan Air Base,38,AS,KR,KR-41,,RKSO,OSN,,"37.090599, 127.029999"
YOSB,small_airport,Osborne Mine Airport,285,OC,AU,AU-QLD,,YOSB,OSO,,"-22.0816993713, 140.554992676"
LKMT,medium_airport,Ostrava Leos Janáček Airport,844,EU,CZ,CZ-MO,Ostrava,LKMT,OSR,,"49.6963005065918, 18.111099243164062"
UAFO,medium_airport,Osh Airport,2927,AS,KG,KG-O,Osh,UCFO,OSS,,"40.6090011597, 72.793296814"
EBOS,medium_airport,Ostend-Bruges International Airport,13,EU,BE,BE-VWV,Ostend,EBOS,OST,,"51.1998, 2.874673"
KOSU,medium_airport,The Ohio State University Airport - Don Scott Field,905,NA,US,US-OH,Columbus,KOSU,OSU,OSU,"40.0798, -83.072998"
UWOR,medium_airport,Orsk Airport,909,AS,RU,RU-ORE,Orsk,UWOR,OSW,,"51.072498, 58.5956"
ENNM,small_airport,Namsos Airport,7,EU,NO,NO-50,Namsos,ENNM,OSY,,"64.472198, 11.5786"
FTTL,small_airport,Bol-Berim Airport,955,AF,TD,TD-LC,Bol,FTTL,OTC,,"13.443574, 14.739254"
PA-OTD,small_airport,Raul Arias Espinoza Airport,43,NA,PA,PA-8,Contadora Island,MPRA,OTD,,"8.62876, -79.034698"
KOTH,medium_airport,Southwest Oregon Regional Airport,17,NA,US,US-OR,North Bend,KOTH,OTH,OTH,"43.41709899902344, -124.24600219726562"
WAEW,medium_airport,Pitu Airport,49,AS,ID,ID-MU,Gotalalamo-Morotai Island,WAEW,OTI,,"2.04599, 128.324997"
FYOW,small_airport,Otjiwarongo Airport,4859,AF,NA,NA-OD,Otjiwarongo,FYOW,OTJ,,"-20.4347, 16.660801"
KTMK,small_airport,Tillamook Airport,36,NA,US,US-OR,Tillamook,KTMK,OTK,TMK,"45.4182014465, -123.814002991"
GQNB,small_airport,Boutilimit Airport,121,AF,MR,MR-06,Boutilimit,GQNB,OTL,,"17.52832, -14.71412"
KOTM,medium_airport,Ottumwa Regional Airport,845,NA,US,US-IA,Ottumwa,KOTM,OTM,OTM,"41.106368, -92.449837"
2IG4,small_airport,Ed-Air Airport,426,NA,US,US-IN,Oaktown,KI20,OTN,I20,"38.851782, -87.49987"
LROP,large_airport,Henri Coandă International Airport,314,EU,RO,RO-IF,Bucharest,LROP,OTP,,"44.571111, 26.085"
MRCC,medium_airport,Coto 47 Airport,26,NA,CR,CR-P,Corredores,MRCC,OTR,,"8.60155963897705, -82.96859741210938"
K74S,small_airport,Anacortes Airport,241,NA,US,US-WA,Anacortes,,OTS,74S,"48.499, -122.662003"
OTT,small_airport,Andre Maggi Airport,900,SA,BR,BR-MT,Cotriguaçu,,OTT,,"-9.898611, -58.581944"
PAOT,medium_airport,Ralph Wien Memorial Airport,14,NA,US,US-AK,Kotzebue,PAOT,OTZ,OTZ,"66.88469696, -162.598999"
DFFD,medium_airport,Ouagadougou Airport,1037,AF,BF,BF-KAD,Ouagadougou,DFFD,OUA,,"12.3532, -1.51242"
GMFO,medium_airport,Oujda Angads Airport,1535,AF,MA,MA-OUJ,Ahl Angad,GMFO,OUD,,"34.789558, -1.926041"
FCOU,medium_airport,Ouesso Airport,1158,AF,CG,CG-13,,FCOU,OUE,,"1.6159900426899998, 16.0379009247"
DFCC,small_airport,Ouahigouya Airport,1106,AF,BF,BF-YAT,Ouahigouya,DFCC,OUG,,"13.567000389099121, -2.4170000553131104"
FAOH,medium_airport,Oudtshoorn Airport,1063,AF,ZA,ZA-WC,Oudtshoorn,FAOH,OUH,FAOH,"-33.6069984436, 22.188999176"
LFEC,small_airport,Ouessant Airport,142,EU,FR,FR-BRE,Ushant,LFEC,OUI,,"48.4632, -5.06358"
GB-OUK,small_airport,Out Skerries Airfield,76,EU,GB,GB-SCT,Grunay Island,,OUK,,"60.4252, -0.75"
EFOU,medium_airport,Oulu Airport,47,EU,FI,FI-14,Oulu / Oulunsalo,EFOU,OUL,,"64.930099, 25.354601"
OUM,small_airport,Oum Hadjer Airport,1198,AF,TD,TD-BA,Oum Hadjer,,OUM,,"13.278244, 19.710256"
KOUN,small_airport,University of Oklahoma Westheimer Airport,1182,NA,US,US-OK,Norman,KOUN,OUN,OUN,"35.2456, -97.472099"
FKKI,small_airport,Batouri Airport,2152,AF,CM,CM-ES,Batouri,FKKI,OUR,,"4.474999904632568, 14.362500190734863"
SDOU,small_airport,Ourinhos Airport,1532,SA,BR,BR-SP,Ourinhos,SDOU,OUS,SDOU,"-22.96649932861328, -49.913299560546875"
FTTS,small_airport,Bousso Airport,1099,AF,TD,TD-CB,Bousso,FTTS,OUT,,"10.482999801635742, 16.716999053955078"
GQPZ,small_airport,Tazadit Airport,1119,AF,MR,MR-11,Zouérate,GQPZ,OUZ,,"22.757345, -12.482228"
FMSL,small_airport,Bekily Airport,1270,AF,MG,MG-U,Bekily,FMSL,OVA,,"-24.235694754699995, 45.3045272827"
UNNT,large_airport,Novosibirsk Tolmachevo Airport,365,EU,RU,RU-NVS,Novosibirsk,UNNT,OVB,,"55.019756, 82.618675"
LEAS,medium_airport,Asturias Airport,416,EU,ES,ES-AS,Ranón,LEAS,OVD,,"43.563599, -6.03462"
KOVE,small_airport,Oroville Municipal Airport,192,NA,US,US-CA,Oroville,KOVE,OVE,OVE,"39.487800598145, -121.62200164795"
FAOB,small_airport,Overberg Airport,52,AF,ZA,ZA-WC,Overberg,FAOB,OVG,,"-34.563474, 20.252438"
SCOV,small_airport,El Tuqui Airport,1100,SA,CL,CL-CO,Ovalle,SCOV,OVL,,"-30.559200286865234, -71.17559814453125"
SAZF,small_airport,Olavarria Airport,551,SA,AR,AR-B,Olavarria,SAZF,OVR,OLA,"-36.889999, -60.216599"
USHS,medium_airport,Sovetskiy Airport,351,AS,RU,RU-KHM,Sovetskiy,USHS,OVS,,"61.326622009277344, 63.60191345214844"
KOWA,small_airport,Owatonna Degner Regional Airport,1145,NA,US,US-MN,Owatonna,KOWA,OWA,OWA,"44.12340164, -93.26059723"
KOWB,medium_airport,Owensboro Daviess County Airport,407,NA,US,US-KY,Owensboro,KOWB,OWB,OWB,"37.74010086, -87.16680145"
KOWD,medium_airport,Norwood Memorial Airport,49,NA,US,US-MA,Norwood,KOWD,OWD,OWD,"42.1904983521, -71.1728973389"
KOWK,small_airport,Central Maine/Norridgewock Airport,270,NA,US,US-ME,Norridgewock,KOWK,OWK,OWK,"44.7155, -69.866501"
GGOV,medium_airport,Osvaldo Vieira International Airport,129,AF,GW,GW-BS,Bissau,GGOV,OXB,,"11.894800186157227, -15.65369987487793"
KOXC,small_airport,Waterbury Oxford Airport,726,NA,US,US-CT,Oxford,KOXC,OXC,OXC,"41.47859954834, -73.135200500488"
KOXD,small_airport,Miami University Airport,1041,NA,US,US-OH,Oxford,KOXD,OXD,OXD,"39.50230026, -84.78440094"
EGTK,medium_airport,Oxford (Kidlington) Airport,270,EU,GB,GB-ENG,Kidlington,EGTK,OXF,,"51.8368988037, -1.32000005245"
OXO,small_airport,Orientos Airport,375,OC,AU,AU-QLD,Orientos,,OXO,,"-28.0598, 141.5361"
KOXR,medium_airport,Oxnard Airport,45,NA,US,US-CA,Oxnard,KOXR,OXR,OXR,"34.200801849365, -119.20700073242"
YMNY,small_airport,Morney Airport,104,OC,AU,AU-QLD,,YMNY,OXY,,"-25.358299255371094, 141.43299865722656"
SATG,medium_airport,Goya Airport,128,SA,AR,AR-W,Goya,SATG,OYA,GOY,"-29.1058, -59.2189"
GF-0004,small_airport,Camopi Airport,220,SA,GF,GF-CY,Camopi,SOOC,OYC,,"3.172847, -52.336142"
FOGO,medium_airport,Oyem Airport,2158,AF,GA,GA-9,Oyem,FOGO,OYE,,"1.5431100130081177, 11.581399917602539"
UG-OYG,small_airport,Moyo Airport,3250,AF,UG,UG-N,Moyo,HUMY,OYG,,"3.6444001197815, 31.762762069702"
SBOI,medium_airport,Oiapoque Airport,53,SA,BR,BR-AP,Oiapoque,SBOI,OYK,AP0002,"3.85412, -51.797056"
HKMY,small_airport,Moyale Airport,2790,AF,KE,KE-400,Moyale (Lower),HKMY,OYL,,"3.46972, 39.101398"
YOUY,small_airport,Ouyen Airport,,OC,AU,AU-VIC,Ouyen,YOUY,OYN,,"-35.088819, 142.354778"
SAZH,medium_airport,Tres Arroyos Airport,400,SA,AR,AR-B,Tres Arroyos,SAZH,OYO,YOS,"-38.3869, -60.3297"
SOOG,medium_airport,Saint-Georges-de-l'Oyapock Airport,46,SA,GF,GF-CY,Saint-Georges-de-l'Oyapock,SOOG,OYP,,"3.8976, -51.8041"
KOZA,small_airport,Ozona Municipal Airport,2381,NA,US,US-TX,Ozona,KOZA,OZA,OZA,"30.735300064087, -101.20300292969"
RPMO,medium_airport,Labo Airport,75,AS,PH,PH-MSC,Ozamiz,RPMO,OZC,,"8.17851, 123.842003"
OZG,medium_airport,Zagora Airport,2414,AF,MA,MA-U-A,Zagora,GMAZ,OZG,,"30.263858, -5.853341"
UKDE,medium_airport,Zaporizhzhia International Airport,373,EU,UA,UA-23,Zaporizhia,UKDE,OZH,,"47.867000579833984, 35.31570053100586"
LEMO,medium_airport,Moron Air Base,285,EU,ES,ES-AN,Morón,LEMO,OZP,,"37.17490005493164, -5.615940093994141"
KOZR,medium_airport,Cairns AAF (Fort Rucker) Air Field,301,NA,US,US-AL,Fort Rucker/Ozark,KOZR,OZR,OZR,"31.27569962, -85.71340179"
GMMZ,medium_airport,Ouarzazate Airport,3782,AF,MA,MA-OUA,Ouarzazate,GMMZ,OZZ,,"30.9391002655, -6.909430027010001"
VYPA,small_airport,Hpa-N Airport,150,AS,MM,MM-13,Hpa-N,VYPA,PAA,,"16.893699645996094, 97.67459869384766"
VABI,medium_airport,Bilaspur Airport,899,AS,IN,IN-CT,Bilaspur,VEBU,PAB,,"21.9884, 82.111"
MPMG,medium_airport,Marcos A. Gelabert International Airport,31,NA,PA,PA-8,Albrook,MPMG,PAC,,"8.973340034484863, -79.55560302734375"
EDLP,medium_airport,Paderborn Lippstadt Airport,699,EU,DE,DE-NW,Paderborn,EDLP,PAD,,"51.614101409899995, 8.616319656369999"
KPAE,medium_airport,Snohomish County (Paine Field) Airport,606,NA,US,US-WA,Everett,KPAE,PAE,PAE,"47.9063, -122.281998"
HUKF,small_airport,Kabalega Falls Airport,2365,AF,UG,UG-W,Pakuba,HUPA,PAF,,"2.326563, 31.497698"
RPMP,medium_airport,Pagadian Airport,5,AS,PH,PH-ZAS,Pagadian,RPMP,PAG,,"7.825632, 123.459635"
KPAH,medium_airport,Barkley Regional Airport,410,NA,US,US-KY,Paducah,KPAH,PAH,PAH,"37.06079864501953, -88.7738037109375"
OPPC,small_airport,Parachinar Airport,5800,AS,PK,PK-KP,Parachinar,OPPC,PAJ,,"33.902099609400004, 70.0716018677"
PHPA,small_airport,Port Allen Airport,24,OC,US,US-HI,Hanapepe,PHPA,PAK,PAK,"21.8969, -159.602997"
SKPQ,medium_airport,German Olano Air Base,566,SA,CO,CO-CUN,La Dorada,SKPQ,PAL,PQE,"5.48361, -74.6574"
KPAM,medium_airport,Tyndall Air Force Base,17,NA,US,US-FL,Panama City,KPAM,PAM,PAM,"30.069599, -85.575401"
VTSK,medium_airport,Pattani Airport,8,AS,TH,TH-94,,VTSK,PAN,,"6.785459995269775, 101.15399932861328"
KPAO,small_airport,Palo Alto Airport of Santa Clara County,4,NA,US,US-CA,Palo Alto,KPAO,PAO,PAO,"37.461101532, -122.114997864"
MTPP,large_airport,Toussaint Louverture International Airport,122,NA,HT,HT-OU,Port-au-Prince,MTPP,PAP,,"18.58, -72.292503"
PAAQ,medium_airport,"Warren ""Bud"" Woods Palmer Municipal Airport",242,NA,US,US-AK,Palmer,PAAQ,PAQ,PAQ,"61.594898, -149.08901"
LGPA,small_airport,Paros National Airport,131,EU,GR,GR-L,Paros,LGPA,PAS,,"37.020495, 25.113195"
VEPT,medium_airport,Jay Prakash Narayan Airport,170,AS,IN,IN-BR,Patna,VEPT,PAT,,"25.591299, 85.087997"
VYPK,small_airport,Pauk Airport,249,AS,MM,MM-03,Pauk,VYPK,PAU,,"21.449199676513672, 94.48690032958984"
SBUF,medium_airport,Paulo Afonso Airport,883,SA,BR,BR-BA,Paulo Afonso,SBUF,PAV,BA0007,"-9.40088, -38.250599"
MTPX,medium_airport,Port-de-Paix Airport,9,NA,HT,HT-NO,Port-de-Paix,MTPX,PAX,,"19.934045, -72.84801"
WBKP,small_airport,Pamol Airport,36,AS,MY,MY-12,Pamol,WBKP,PAY,,"5.996571, 117.404795"
MMPA,medium_airport,El Tajín National Airport,497,NA,MX,MX-VER,Poza Rica,MMPA,PAZ,,"20.6026992798, -97.46080017090001"
SSPN,small_airport,Paranaíba Airport,1446,SA,BR,BR-MS,Paranaíba,SSPN,PBB,SSPN,"-19.651199340820312, -51.19940185546875"
MMPB,medium_airport,Hermanos Serdán International Airport,7361,NA,MX,MX-PUE,Puebla,MMPB,PBC,,"19.1581001282, -98.3713989258"
VAPR,medium_airport,Porbandar Airport,23,AS,IN,IN-GJ,Porbandar,VAPR,PBD,,"21.649524, 69.656405"
SKPR,small_airport,Puerto Berrio Airport,445,SA,CO,CO-ANT,Puerto Berrio,SKPR,PBE,PBE,"6.46034, -74.4105"
KPBF,medium_airport,"Pine Bluff Regional Airport, Grider Field",206,NA,US,US-AR,Pine Bluff,KPBF,PBF,PBF,"34.174121, -91.935643"
KPBG,medium_airport,Plattsburgh International Airport,234,NA,US,US-NY,Plattsburgh,KPBG,PBG,PBG,"44.650901794433594, -73.46810150146484"
VQPR,medium_airport,Paro International Airport,7364,AS,BT,BT-11,Paro,VQPR,PBH,,"27.4032, 89.424599"
KPBI,large_airport,Palm Beach International Airport,19,NA,US,US-FL,West Palm Beach,KPBI,PBI,PBI,"26.68320083618164, -80.09559631347656"
NVSI,small_airport,Tavie Airport,160,OC,VU,VU-MAP,Paama Island,NVSI,PBJ,,"-16.438999176, 168.257003784"
SVPC,medium_airport,General Bartolome Salom International Airport,32,SA,VE,VE-G,,SVPC,PBL,,"10.480500221252441, -68.072998046875"
SMJP,large_airport,Johan Adolf Pengel International Airport,59,SA,SR,SR-PR,Zandery,SMJP,PBM,,"5.45283, -55.187801"
FNPA,medium_airport,Porto Amboim Airport,16,AF,AO,AO-CUS,Port Amboim,FNPA,PBN,,"-10.722000122070312, 13.76550006866455"
YPBO,medium_airport,Paraburdoo Airport,1406,OC,AU,AU-WA,Paraburdoo,YPBO,PBO,,"-23.1711006165, 117.745002747"
MRIA,small_airport,Islita Airport,7,NA,CR,CR-G,Nandayure,MRIA,PBP,,"9.856109619140625, -85.37079620361328"
SWPM,small_airport,Pimenta Bueno Airport,682,SA,BR,BR-RO,Pimenta Bueno,SWPM,PBQ,RO0009,"-11.6416, -61.1791"
MGPB,medium_airport,Puerto Barrios Airport,33,NA,GT,GT-IZ,Puerto Barrios,MGPB,PBR,,"15.7309, -88.583801"
PY-PBT,small_airport,Aeródromo de Puerto Leda,260,SA,PY,PY-16,Puerto Leda,,PBT,,"-20.9046, -57.927101"
VYPT,medium_airport,Putao Airport,1500,AS,MM,MM-11,Putao,VYPT,PBU,,"27.32990074157715, 97.42630004882812"
SWPQ,small_airport,Fazenda Piraguassu Airport,705,SA,BR,BR-MT,Porto Alegre Do Norte,SWPQ,PBX,,"-10.861110687256, -51.685001373291"
FAPG,medium_airport,Plettenberg Bay Airport,465,AF,ZA,ZA-WC,Plettenberg Bay,FAPG,PBZ,,"-34.08816, 23.328723"
PAOC,small_airport,Portage Creek Airport,137,NA,US,US-AK,Portage Creek,PAOC,PCA,A14,"58.9065, -157.714"
WIHP,small_airport,Pondok Cabe Air Base,200,AS,ID,ID-JK,Jakarta,WIHP,PCB,,"-6.3369598388671875, 106.76499938964844"
SK-045,small_airport,Puerto Rico Airport,980,SA,CO,CO-CAQ,Puerto Rico,,PCC,PCC,"1.916667, -75.166667"
KPDC,small_airport,Prairie Du Chien Municipal Airport,661,NA,US,US-WI,Prairie Du Chien,KPDC,PCD,PDC,"43.019298553467, -91.12370300293"
FAPS,medium_airport,Potchefstroom Airport,4520,AF,ZA,ZA-NW,Potchefstroom,FAPS,PCF,,"-26.670999527, 27.0818996429"
GT-0004,small_airport,Paso Caballos Airport,213,NA,GT,GT-PE,Paso Caballos,MGPC,PCG,,"17.2639007568, -90.25630187990001"
MHPC,small_airport,Palacios Airport,18,NA,HN,HN-GD,Palacios,MHPC,PCH,,"15.955, -84.941391"
PY-PCJ,small_airport,Aeródromo de Puerto La Victoria,286,SA,PY,PY-1,Puerto La Victoria,SGLV,PCJ,,"-22.289298, -57.860484"
SPCL,medium_airport,Cap FAP David Abenzur Rengifo International Airport,513,SA,PE,PE-UCA,Pucallpa,SPCL,PCL,,"-8.37794017791748, -74.57430267333984"
MX-PCM,small_airport,Playa del Carmen Airport,20,NA,MX,MX-ROO,Solidaridad,,PCM,PCE,"20.622499465942, -87.08219909668"
NZPN,small_airport,Picton Aerodrome,161,OC,NZ,NZ-MBH,Koromiko,NZPN,PCN,,"-41.346099853516, 173.95599365234"
MMPL,small_airport,Punta Colorada Airport,55,NA,MX,MX-BCS,La Ribera,MMPL,PCO,PCL,"23.575011, -109.535826"
FPPR,medium_airport,Principe Airport,591,AF,ST,ST-P,São Tomé & Príncipe,FPPR,PCP,,"1.66294, 7.41174"
PCQ,small_airport,Boun Neau Airport,3050,AS,LA,LA-PH,Phongsaly,VLFL,PCQ,,"21.6475, 101.9"
SKPC,medium_airport,German Olano Airport,177,SA,CO,CO-VID,Puerto Carreño,SKPC,PCR,PCR,"6.18472, -67.4932"
SNPC,small_airport,Picos Airport,1050,SA,BR,BR-PI,Picos,SNPC,PCS,SNPC,"-7.0620598793029785, -41.52370071411133"
K39N,small_airport,Princeton Airport,128,NA,US,US-NJ,Princeton/Rocky Hill,39N,PCT,39N,"40.3992004395, -74.6588973999"
KM13,small_airport,Poplarville Pearl River County Airport,320,NA,US,US-MS,Poplarville,M13,PCU,M13,"30.785999298096, -89.504501342773"
MX-PCV,small_airport,Punta Chivato Airport,49,NA,MX,MX-BCS,Mulegé,,PCV,PCH,"27.069201, -111.961998"
SKPD,medium_airport,Obando Cesar Gaviria Trujillo Airport,460,SA,CO,CO-GUA,Puerto Inírida,SKPD,PDA,PDA,"3.85353, -67.9062"
4K0,small_airport,Pedro Bay Airport,45,NA,US,US-AK,Pedro Bay,4K0,PDB,4K0,"59.7896003723, -154.12399292"
NWWQ,small_airport,Mueo Airport,,OC,NC,NC-U-A,Népoui,NWWQ,PDC,,"-21.316456, 164.999399"
FQPO,small_airport,Ponta do Ouro Airport,92,AF,MZ,MZ-L,Ponta do Ouro,FQPO,PDD,,"-26.826913, 32.838444"
YPDI,small_airport,Pandie Pandie Airport,,OC,AU,AU-SA,,YPDI,PDE,,"-26.122248, 139.403501"
SNRD,small_airport,Prado Airport,89,SA,BR,BR-BA,Prado,SNRD,PDF,BA0048,"-17.296976, -39.271131"
WIPT,medium_airport,Minangkabau International Airport,18,AS,ID,ID-SB,Padang (Katapiang),WIEE,PDG,,"-0.786917, 100.280998"
PDI,small_airport,Pindiu Airport,2995,OC,PG,PG-MPL,Pindiu,AYPD,PDI,PDU,"-6.445138888890001, 147.515833333"
KPDK,medium_airport,DeKalb Peachtree Airport,1003,NA,US,US-GA,Atlanta,KPDK,PDK,PDK,"33.8755989075, -84.3020019531"
LPPD,large_airport,João Paulo II Airport,259,EU,PT,PT-20,Ponta Delgada,LPPD,PDL,,"37.7411994934, -25.6979007721"
MPPD,small_airport,Capt. J. Montenegro Airport,148,NA,PA,PA-7,Pedasí,MPPD,PDM,,"7.534801, -80.043347"
YPDA,small_airport,Parndana Airport,545,OC,AU,AU-SA,Kangaroo Island,YPDA,PDN,YPDA,"-35.807, 137.264"
WIPQ,medium_airport,Pendopo Airport,184,AS,ID,ID-SS,Talang Gudang-Sumatra Island,WIPQ,PDO,,"-3.2860701084136963, 103.87999725341797"
SULS,medium_airport,Capitan Corbeta CA Curbelo International Airport,95,SA,UY,UY-MA,Punta del Este,SULS,PDP,,"-34.855098724365234, -55.09429931640625"
PDR,small_airport,Presidente José Sarney Airport,400,SA,BR,BR-MA,Presidente Dutra,,PDR,,"-5.3098, -44.481"
MMPG,medium_airport,Piedras Negras International Airport,901,NA,MX,MX-COA,Piedras Negras,MMPG,PDS,PNG,"28.627873, -100.53524"
KPDT,medium_airport,Eastern Oregon Regional Airport at Pendleton,1497,NA,US,US-OR,Pendleton,KPDT,PDT,PDT,"45.695099, -118.841003"
SUPU,small_airport,Tydeo Larre Borges Airport,138,SA,UY,UY-PA,Paysandu,SUPU,PDU,,"-32.36330032348633, -58.0619010925293"
LBPD,medium_airport,Plovdiv International Airport,597,EU,BG,BG-16,Plovdiv,LBPD,PDV,,"42.067799, 24.8508"
KPDX,large_airport,Portland International Airport,31,NA,US,US-OR,Portland,KPDX,PDX,PDX,"45.58869934, -122.5979996"
SVPE,small_airport,Pedernales Airport,25,SA,VE,VE-Y,,SVPE,PDZ,,"9.979240417480469, -62.228599548339844"
YPSH,small_airport,Penneshaw Airport,,OC,AU,AU-SA,Ironstone,YPSH,PEA,,"-35.7558462874, 137.962875366"
PEB,small_airport,Pebane Airport,,AF,MZ,MZ-Q,Pebane,,PEB,,"-17.27276, 38.18073"
PEC,seaplane_base,Pelican Seaplane Base,0,NA,US,US-AK,Pelican,PEC,PEC,PEC,"57.955200195312, -136.23599243164"
LKPD,medium_airport,Pardubice Airport,741,EU,CZ,CZ-PA,Pardubice,LKPD,PED,,"50.01340103149414, 15.73859977722168"
USPP,medium_airport,Perm International Airport,404,EU,RU,RU-PER,Perm,USPP,PEE,,"57.914501, 56.021198"
EDCP,small_airport,Peenemünde Airport,7,EU,DE,DE-MV,Peenemünde,EDCP,PEF,,"54.1577796936, 13.774443626399998"
LIRZ,medium_airport,Perugia San Francesco d'Assisi – Umbria International Airport,697,EU,IT,IT-55,Perugia,LIRZ,PEG,PG10,"43.095901, 12.5132"
SAZP,medium_airport,Comodoro Pedro Zanni Airport,278,SA,AR,AR-B,Pehuajó,SAZP,PEH,PEH,"-35.8446, -61.8576"
SKPE,medium_airport,Matecaña International Airport,4416,SA,CO,CO-RIS,Pereira,SKPE,PEI,PEI,"4.81267, -75.7395"
ZBAA,large_airport,Beijing Capital International Airport,116,AS,CN,CN-11,Beijing,ZBAA,PEK,,"40.080101013183594, 116.58499908447266"
FXPG,small_airport,Pelaneng Airport,7200,AF,LS,LS-C,Pelaneng,FXPG,PEL,,"-29.1206, 28.505301"
SPTU,medium_airport,Padre Aldamiz International Airport,659,SA,PE,PE-MDD,Puerto Maldonado,SPTU,PEM,,"-12.6135997772, -69.2285995483"
WMKP,medium_airport,Penang International Airport,11,AS,MY,MY-07,Penang,WMKP,PEN,,"5.297140121459961, 100.2770004272461"
AU-PEP,small_airport,Peppimenarti Airport,83,OC,AU,AU-NT,Peppimenarti,,PEP,YPEP,"-14.1442, 130.091003"
KPEQ,small_airport,Pecos Municipal Airport,2613,NA,US,US-TX,Pecos,KPEQ,PEQ,PEQ,"31.382400512695, -103.51100158691"
